"Magyar Telecom","Java EE és tesztelés","2015","10358","5","Programozás"
"Semmelweis Egyetem","Excel haladó képzés","2016","10359","15","irodai"
"Keller-Kalmbach","Excel 2010 haladó","2016","10360","7","Irodai"
"Nilfisk","PowerPoint 2010","2016","10361","10","Irodai"
"Kleffman","PIVOT mesterkurzus","2016","10362","5","irodai"
"Adecco zRt.","Excel 2010 középhaladó és makró","2016","10363","23","Irodai"
"FCA Group","Excel haladó és PowerPoint 2010 angol és magyar nyelven","2016","10364","60","Irodai"
"Főgáz Zrt","Access alap és haladó, Excel makró","2016","10365","255","Irodai"
"OTP","SQLadatbázis-kezelés","2016","10366","8","Adatbázis"
"Nissan","Excel és Access tréningek angolul","2016","10367","20","Irodai"
"GIRO Zrt.","RedHat Linux rendszergazda","2016","10368","6","Linux"
"ENKSZ Zrt."," Access alap és haladó, Excel makró","2016","10369","142","Irodai"
"SAMSUNG","Ubuntu Linux rendszergazdai ismeretek","2016","10370","6","Linux"
"LEAR Corporation Hungary Kft.","VMWare VSphere telepítés és üzemeltetés","2016","10371","7","Linux"
"Unilever","Excel 2013 Makróprogramozás","2016","10372","9","Irodai"
"Széchenyi Iroda","Excel tanácsadás, egyedi modell építés","2016","10373","1","Irodai"
"HBO Holding Zrt.","Excel 2013 VBA ","2016","10374","6","irodai"
"ENKSZ Zrt.","PowerPoint és Prezi ","2016","10375","40","irodai"
"Ven-IT","Angular2 és kapcsolódó technológiák","2016","10376","5","Web"
"Intrum Justitia Zrt.","Linux rendszergazda","2016","10377","6","Linux"
"Balabit Zrt","Excel 2013 haladó","2016","10378","8","Irodai"
"E-On","Excel haladó és makró bevezetés","2016","10379","6","Irodai"
"Fresenius Kabi","Excel alapok és haladó","2016","10380","25","irodai"
"AIG","Excel VBA haladó","2016","10381","8","Irodai"
"Xelia","Excel és Access középhaladó","2017","10382","12","Irodai"
"I-New Kft.","Linux rendszergazda haladó","2017","10383","7","Linux"
"Magyar Posta Zrt.","Excel 2016 makróprogramozás","2017","10384","6","Irodai"
"Harman Kft.","Linux shell programozás","2017","10385","8","Linux"
"De Lage Landen","Ms Project alapok","2017","10386","2","irodai"
"Carboferr Kft.","Excel 2016 technikai tanácsadás","2017","10387","1","tanácsadás"
"Budapest Közút Zrt.","Excel technikai támogatás, fejlesztés, oktatás","2017","10388","5","tanácsadás"
"Henkel Magyarország","Excel VBA fejlesztés","2017","10389","1","fejlesztés"
"OTP Ingatlan","Excel  2013 középhaladó és haladó","2017","10390","16","Irodai"
"UNIQUA-Raiffeisen","Javascript haladó","2017","10391","10","Web"
"Groupama Biztosító","Angular JS és TypeScript tréning és tanácsadás","2017","10392","10","Web"
"Ecolab","Excel haladóknak","2017","10393","12","Irodai"
"MVMNET","Excel 2016 középhaladó, haladó és Automatizálás","2017","10394","180","Irodai"
"Budapest Consultans Kft.","Excel Power Query","2017","10395","8","Irodai"
"EvoSoft","Angular 2+ programozás","2017","10396","12","Web"
"Nilfisk","Excel és Access ismeretek","2017","10397","60","Irodai"
"Patika Partner","Excel középhaladó","2017","10398","12","Irodai"
"Decathlon","Excel automatizálás makrókkal","2017","10399","4","Irodai"
"Posta Biztosító","Excel VBA programozás","2017","10400","2","Irodai"
"Harman Kft.","Excel 2013 Makróprogramozás","2017","10401","4","Irodai"
"Posta Oktatási Központ","Excel 2016 makróprogramozás alapok","2017","10402","4","Irodai"
"Balabit Zrt.","Excel 2013 középhaladó angol nyelven","2017","10403","12","Irodai"
" Balabit Zrt.","Excel 2013 makró alapok","2017","10404","10","irodai"
"Dunapack Zrt.","Excel 2013 kezdő és középhaladó","2017","10405","35","Irodai"
"Könyvvizsgálói kamara","Excel Pivot táblák használata a könyvvizsgálatban","2017","10406","13","Irodai"
"Maresi Foodbroker Kft.","Excel 2010 középhaladó és haladó szinten","2017","10407","30","Irodai"
"CIB BANK","SQL alapok és középhaladó","2017","10408","36","Adatbázis"
"FŐKÉTÜSZ","PIVOT mesterkurzus","2018","10409","7","irodai"
"HOYA","Ecxel szakértői tanácsadás, Power Query alapismeretek","2018","10410","3","Irodai"
"Saint GOBAIN","Excel VBA programozás","2018","10411","5","Irodai"
"MVM Informatika","Excel makróprogramozás","2018","10412","11","Irodai"
"IFUA Horváth & Partners","Excel haladó és Excel makróprogramozás","2018","10413","50","irodai"
"Patika Management Kft.","Excel középhaladó és haladó ","2018","10414","20","Irodai"
"Mart Építőipari Kereskedelmi Kft.","MS SQL alapismeretek","2018","10415","5","Adatbázis"
"Magyar Posta","Linux rendszergazda","2018","10416","6","Linux"
"EURONET","Excel haladó ismeretek és tanácsadás","2018","10417","20","Irodai"
"VODAFONE","Excel makróprogramozás","2018","10418","21","Irodai"
"Process Solutions","Excel makróprogramozás","2018","10419","9","Irodai"
"NISSAN","Excel haladó ismeretek angolul","2018","10420","60","Irodai"
"EvoSoft","Angular programozás","2018","10421","12","Web"
"Xellia","Excel középhaladó","2018","10422","22","Irodai"
"Magyar Telecom","Angular és Java Spring","2017","10423","6","Web"
"Zeiss","Excel középhaladó","2018","10424","12","Irodai"
"Nilfisk","Excel középhaladó","2018","10425","8","Irodai"
